Id,Fontes de dados mais usadas,Dados relacionais (estruturados em bancos SQL),Dados armazenados em bancos NoSQL,Imagens,Textos/Documentos,Vídeos,Áudios,Planilhas,Dados georeferenciados,Linguagens de programação utilizadas,SQL,R ,Python,C/C++/C#,.NET,Java,Julia,SAS/Stata,Visual Basic/VBA,Scala,Matlab,Rust,PHP,JavaScript,Não utilizo nenhuma linguagem,Ferramenta de BI utilizada no dia a dia,Microsoft PowerBI,Qlik View/Qlik Sense,Tableau,Metabase,Superset,Redash,Looker,Looker Studio(Google Data Studio),Amazon Quicksight,Mode,Alteryx,MicroStrategy,IBM Analytics/Cognos,SAP Business Objects/SAP Analytics,Oracle Business Intelligence,Salesforce/Einstein Analytics,Birst,SAS Visual Analytics,Grafana,TIBCO Spotfire,Pentaho,Fazemos todas as análises utilizando apenas Excel ou planilhas do google,Não utilizo nenhuma ferramenta de BI no trabalho
mbhjikbuy8rmumbhjikx352m4p2a2uyr,"Dados relacionais (estruturados em bancos SQL), Dados georeferenciados",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Python, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcbqld5hydzdn220gmcbh3jojnajvld0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python, R",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Microsoft PowerBI, Fazemos todas as análises utilizando apenas Excel ou planilhas do google",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mceg1d0giyg90ko41mce0y4gr6sq0gys,"Planilhas, Dados em sistema ERP",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SAS/Stata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAP Business Objects/SAP Analytics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mco13y1vkhp4w6xszm0wqamco13y16y3,"Planilhas, Dados relacionais (estruturados em bancos SQL)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Fazemos todas as análises utilizando apenas Excel ou planilhas do google,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mdn61vxwlfvqwws2dmdn61vxjbrif2xa,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, R, Python, Matlab, JavaScript",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"Pentaho, IBM Analytics/Cognos, Oracle Business Intelligence, Microsoft PowerBI",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mdyhq69enzh9vtiekmdyhq6tneuj1mey,"Planilhas, Dados relacionais (estruturados em bancos SQL)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
me5omt99dvox8r5kme5omtf5ok37koe6,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Outra opção, Microsoft PowerBI, Looker Studio (antigo Google Data Studio)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
menaldehr01z96ehmenald756s8yft3x,Dados relacionais (estruturados em bancos SQL),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mf2dcdngr2repi4n2mmf2d30zo0xv2c9,"Dados armazenados em bancos NoSQL, Textos/Documentos",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"Python, JavaScript, SQL",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Não utilizo nenhuma ferramenta de BI no trabalho, Fazemos todas as análises utilizando apenas Excel ou planilhas do google",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
mga2115fvk64myumga27xx2xbkh1uoko,Dados relacionais (estruturados em bancos SQL),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Microsoft PowerBI, SAP Business Objects/SAP Analytics",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgr8au8hixivr51l7j2tmgr8au7sjv5f,"Planilhas, Dados relacionais (estruturados em bancos SQL)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mh13odd4behdwqpmh13lphm4do4jsvtg,Dados relacionais (estruturados em bancos SQL),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SQL, PHP, JavaScript",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Não utilizo nenhuma ferramenta de BI no trabalho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mh3w81jw2ku8f396rcy922amh3w8grx3,Dados relacionais (estruturados em bancos SQL),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Looker,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mh6bdg5epyddrk5hfmumh6bkf39e5z50,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Looker Studio (antigo Google Data Studio), Microsoft PowerBI",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mhelx7vfhp1gclvlnhgrmrmhelxt6h3b,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mhet3sg7t9vfz6x7chqmhetlb42uq1dl,Dados relacionais (estruturados em bancos SQL),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Python, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mhgv3hkshp2aap9021mhgr2fzlke6yqv,"Dados armazenados em bancos NoSQL, Planilhas",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Looker Studio (antigo Google Data Studio), Microsoft PowerBI, Looker, Qlik View/Qlik Sense, Alteryx, Tableau",1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mhijdy618qhq5wlbdmhijdyhn01nsoqz,Dados relacionais (estruturados em bancos SQL),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SQL, Python, C/C++/C#, Scala",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mhkb5j3d8wjbxy4wfmhkb0poc7ktd2ih,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mhl6rfs9o181fychj4hzmhl6rfyegh4k,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"SQL, Python, Scala",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Tableau, Amazon Quicksight",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mk974x2ntgrg46rqmk974q5uelnf4agm,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não utilizo nenhuma ferramenta de BI no trabalho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mkjccyqdkfkg6e0kd94mkjccntkpxsm5,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, R, Python, SAS/Stata, Visual Basic/VBA",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Microsoft PowerBI, SAS Visual Analytics",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mkk9r9j1t9unxpfspj3mkk9r9jk5xhs7,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Tableau, Looker Studio (antigo Google Data Studio)",0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mkm9lh8feokc0692dqmzmkm9lh8zctgc,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python, JavaScript",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Mode, Superset",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mkoatojsdw14dzk3bmkoat8z2pu9v9sx,"Dados relacionais (estruturados em bancos SQL), Textos/Documentos",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"SQL, Python, SAS/Stata",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mkubf9xitp34bbvy4lmkubfxr86kerr6,Dados relacionais (estruturados em bancos SQL),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mly3ouxsh7qmly302tnzj4e3xib5nyuq,Planilhas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Looker Studio (antigo Google Data Studio),0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mm0j6jvfj30j421emm0j6jvrmt173fa2,Dados relacionais (estruturados em bancos SQL),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Tableau, Alteryx",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mmv5zwc6cvxxzq81dgxmmv5zwc6cwfvi,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python, Scala, JavaScript",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Não utilizo nenhuma ferramenta de BI no trabalho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mmviad6f83vsm5bp4ge4qmmviaj66f6a,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Python, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mn99zwkvjkuxo3sg2pqrtmn99zw3h402,Imagens,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,JavaScript,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Não utilizo nenhuma ferramenta de BI no trabalho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mnajukbj8n18ntg109vdmnal9e3l0jco,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Outra opção,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mnpozc4koj67tir4jmnpozcuk0t1612u,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, R, Python",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mo31vay2x3uytx7yzs3cjinmo3r62iad,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Python, SQL",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Amazon Quicksight, Tableau",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moa6z47m1hkvvi6ggmoa6zii0yjifjbk,Nenhuma das listadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Não utilizo nenhuma ferramenta de BI no trabalho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
moc1079q9og42yqry2gmmoc107a2ydyt,Dados relacionais (estruturados em bancos SQL),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mopfp3ht8lg9ukb9omopf5rlao5ldtcg,"Planilhas, Dados georeferenciados",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Não utilizo nenhuma das linguagens listadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Microsoft PowerBI, SAP Business Objects/SAP Analytics",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mp6zdq5zqo1h7h7vf4jr3y1mp6zdq5dh,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Superset, Microsoft PowerBI, Outra opção",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mpni5mwsheuzmpnj1v6b6jwoq3iw8nnf,Dados relacionais (estruturados em bancos SQL),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Grafana, Microsoft PowerBI",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mqa0rm0rcef6k02tsoi5tmqa03u2smiy,Dados armazenados em bancos NoSQL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Tableau, Outra opção",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mqoegq5l0xd9kd8c38emqoegqa0mu0sw,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Tableau, Microsoft PowerBI, Grafana, Redash",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mqp43a0t0ka8e7ym9mqp43alvgt5v7zu,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Qlik View/Qlik Sense, Looker Studio (antigo Google Data Studio), Looker, Tableau",0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr67pzwwxjythmr6752rjrrx273bjhm0,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Microsoft PowerBI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mrbznhnsrxg6gvxb76mmrbznhnhggsxy,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python, Visual Basic/VBA",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Microsoft PowerBI, Tableau",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mrzz1jx4a4svc1uomrzz1wq2r11ne9kq,Dados relacionais (estruturados em bancos SQL),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Python,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não utilizo nenhuma ferramenta de BI no trabalho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ms0ndu5t0g58m5stt8nms0nduud7kx11,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amazon Quicksight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ms0ri827vy12u29qms0ri8q1iy67mpad,"Dados relacionais (estruturados em bancos SQL), Planilhas",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SQL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Tableau, Looker Studio (antigo Google Data Studio)",0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
msapu84sxkh7amjoz9nqizekdnmrhjug,"Dados relacionais (estruturados em bancos SQL), Dados armazenados em bancos NoSQL",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"SQL, Python, Scala",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Looker Studio (antigo Google Data Studio), Microsoft PowerBI",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
msiahdckvsvg4xydj6msiahq604rqp5n,"Textos/Documentos, Dados relacionais (estruturados em bancos SQL)",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tableau,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mskkwafnnmtdofvamskk4qepi48vs7mw,Dados relacionais (estruturados em bancos SQL),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SQL, Python",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não utilizo nenhuma ferramenta de BI no trabalho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
